"Country or Area","Year(s)","Variant","Value"
"Anguilla","2055","Medium variant","18.051"
"Anguilla","2050","Constant-fertility scenario","20.381"
"Anguilla","2050","High variant","21.061"
"Anguilla","2050","Low variant","15.815"
"Anguilla","2050","Medium variant","18.3"
"Anguilla","2045","Constant-fertility scenario","20.183"
"Anguilla","2045","High variant","20.721"
"Anguilla","2045","Low variant","16.389"
"Anguilla","2045","Medium variant","18.471"
"Anguilla","2040","Constant-fertility scenario","19.901"
"Anguilla","2040","High variant","20.327"
"Anguilla","2040","Low variant","16.831"
"Anguilla","2040","Medium variant","18.537"
"Anguilla","2035","Constant-fertility scenario","19.53"
"Anguilla","2035","High variant","19.876"
"Anguilla","2035","Low variant","17.134"
"Anguilla","2035","Medium variant","18.488"
"Anguilla","2030","Constant-fertility scenario","19.051"
"Anguilla","2030","High variant","19.337"
"Anguilla","2030","Low variant","17.272"
"Anguilla","2030","Medium variant","18.302"
"Anguilla","2025","Constant-fertility scenario","18.46"
"Anguilla","2025","High variant","18.688"
"Anguilla","2025","Low variant","17.248"
"Anguilla","2025","Medium variant","17.969"
"Anguilla","2020","Constant-fertility scenario","17.758"
"Anguilla","2020","High variant","17.902"
"Anguilla","2020","Low variant","17.077"
"Anguilla","2020","Medium variant","17.488"
"Anguilla","2015","Constant-fertility scenario","16.704"
"Anguilla","2015","High variant","16.766"
"Anguilla","2015","Low variant","16.447"
"Anguilla","2015","Medium variant","16.607"
"Anguilla","2010","Constant-fertility scenario","15.358"
"Anguilla","2010","High variant","15.358"
"Anguilla","2010","Low variant","15.358"
"Anguilla","2010","Medium variant","15.358"
"Anguilla","2005","Medium variant","13.574"
"Anguilla","2000","Medium variant","11.068"
"Anguilla","1995","Medium variant","9.805"
"Anguilla","1990","Medium variant","8.332"
"Anguilla","1985","Medium variant","6.661"
"Anguilla","1980","Medium variant","6.698"
"Anguilla","1975","Medium variant","6.63"
"Anguilla","1970","Medium variant","6.4"
"Anguilla","1965","Medium variant","6.114"
"Anguilla","1960","Medium variant","5.863"
"Anguilla","1955","Medium variant","5.697"
"Anguilla","1950","Medium variant","5.121"
"Antigua and Barbuda","2100","Constant-fertility scenario","141.489"
"Antigua and Barbuda","2100","High variant","176.914"
"Antigua and Barbuda","2100","Low variant","61.391"
"Antigua and Barbuda","2100","Medium variant","107.988"
"Antigua and Barbuda","2095","Constant-fertility scenario","139.462"
"Antigua and Barbuda","2095","High variant","171.193"
"Antigua and Barbuda","2095","Low variant","65.19"
"Antigua and Barbuda","2095","Medium variant","108.799"
"Antigua and Barbuda","2090","Constant-fertility scenario","137.483"
"Antigua and Barbuda","2090","High variant","165.765"
"Antigua and Barbuda","2090","Low variant","69.187"
"Antigua and Barbuda","2090","Medium variant","109.655"
"Antigua and Barbuda","2085","Constant-fertility scenario","135.508"
"Antigua and Barbuda","2085","High variant","160.533"
"Antigua and Barbuda","2085","Low variant","73.259"
"Antigua and Barbuda","2085","Medium variant","110.475"
"Antigua and Barbuda","2080","Constant-fertility scenario","133.483"
"Antigua and Barbuda","2080","High variant","155.421"
"Antigua and Barbuda","2080","Low variant","77.276"
"Antigua and Barbuda","2080","Medium variant","111.177"
"Antigua and Barbuda","2075","Constant-fertility scenario","131.355"
"Antigua and Barbuda","2075","High variant","150.435"
"Antigua and Barbuda","2075","Low variant","81.092"
"Antigua and Barbuda","2075","Medium variant","111.693"
"Antigua and Barbuda","2070","Constant-fertility scenario","129.141"
"Antigua and Barbuda","2070","High variant","145.67"
"Antigua and Barbuda","2070","Low variant","84.635"
"Antigua and Barbuda","2070","Medium variant","112.023"
"Antigua and Barbuda","2065","Constant-fertility scenario","126.908"
"Antigua and Barbuda","2065","High variant","141.202"
"Antigua and Barbuda","2065","Low variant","87.918"
"Antigua and Barbuda","2065","Medium variant","112.199"
"Antigua and Barbuda","2060","Constant-fertility scenario","124.678"
"Antigua and Barbuda","2060","High variant","136.967"
"Antigua and Barbuda","2060","Low variant","90.964"
"Antigua and Barbuda","2060","Medium variant","112.221"
"Antigua and Barbuda","2055","Constant-fertility scenario","122.409"
"Antigua and Barbuda","2055","High variant","132.798"
"Antigua and Barbuda","2055","Low variant","93.748"
"Antigua and Barbuda","2055","Medium variant","112.043"
"Antigua and Barbuda","2050","Constant-fertility scenario","120.006"
"Antigua and Barbuda","2050","High variant","128.57"
"Antigua and Barbuda","2050","Low variant","96.168"
"Antigua and Barbuda","2050","Medium variant","111.577"
"Antigua and Barbuda","2045","Constant-fertility scenario","117.371"
"Antigua and Barbuda","2045","High variant","124.282"
"Antigua and Barbuda","2045","Low variant","98.018"
"Antigua and Barbuda","2045","Medium variant","110.713"
"Antigua and Barbuda","2040","Constant-fertility scenario","114.422"
"Antigua and Barbuda","2040","High variant","119.975"
"Antigua and Barbuda","2040","Low variant","99.087"
"Antigua and Barbuda","2040","Medium variant","109.344"
"Antigua and Barbuda","2035","Constant-fertility scenario","111.073"
"Antigua and Barbuda","2035","High variant","115.555"
"Antigua and Barbuda","2035","Low variant","99.247"
"Antigua and Barbuda","2035","Medium variant","107.344"
"Antigua and Barbuda","2030","Constant-fertility scenario","107.237"
"Antigua and Barbuda","2030","High variant","110.784"
"Antigua and Barbuda","2030","Low variant","98.522"
"Antigua and Barbuda","2030","Medium variant","104.643"
"Antigua and Barbuda","2025","Constant-fertility scenario","102.936"
"Antigua and Barbuda","2025","High variant","105.505"
"Antigua and Barbuda","2025","Low variant","97.073"
"Antigua and Barbuda","2025","Medium variant","101.289"
"Antigua and Barbuda","2020","Constant-fertility scenario","98.272"
"Antigua and Barbuda","2020","High variant","99.736"
"Antigua and Barbuda","2020","Low variant","95.055"
"Antigua and Barbuda","2020","Medium variant","97.396"
"Antigua and Barbuda","2015","Constant-fertility scenario","93.468"
"Antigua and Barbuda","2015","High variant","94.047"
"Antigua and Barbuda","2015","Low variant","92.282"
"Antigua and Barbuda","2015","Medium variant","93.165"
"Antigua and Barbuda","2010","Constant-fertility scenario","88.71"
"Antigua and Barbuda","2010","High variant","88.71"
"Antigua and Barbuda","2010","Low variant","88.71"
"Antigua and Barbuda","2010","Medium variant","88.71"
"Antigua and Barbuda","2005","Medium variant","83.916"
"Antigua and Barbuda","2000","Medium variant","77.656"
"Antigua and Barbuda","1995","Medium variant","68.642"
"Antigua and Barbuda","1990","Medium variant","62.202"
"Antigua and Barbuda","1985","Medium variant","65.614"
"Antigua and Barbuda","1980","Medium variant","70.228"
"Antigua and Barbuda","1975","Medium variant","69.42"
"Antigua and Barbuda","1970","Medium variant","65.587"
"Antigua and Barbuda","1965","Medium variant","59.844"
"Antigua and Barbuda","1960","Medium variant","54.657"
"Antigua and Barbuda","1955","Medium variant","52.625"
"Antigua and Barbuda","1950","Medium variant","46.301"
"Argentina","2100","Constant-fertility scenario","68529.262"
"Argentina","2100","High variant","80043.988"
"Argentina","2100","Low variant","28471.141"
"Argentina","2100","Medium variant","49201.392"
"Argentina","2095","Constant-fertility scenario","67101.558"
"Argentina","2095","High variant","77498.124"
"Argentina","2095","Low variant","30253.037"
"Argentina","2095","Medium variant","49620.584"
"Argentina","2090","Constant-fertility scenario","65710.474"
"Argentina","2090","High variant","75059.86"
"Argentina","2090","Low variant","32087.845"
"Argentina","2090","Medium variant","50033.284"
"Argentina","2085","Constant-fertility scenario","64358.698"
"Argentina","2085","High variant","72723.4"
"Argentina","2085","Low variant","33937.48"
"Argentina","2085","Medium variant","50424.772"
"Argentina","2080","Constant-fertility scenario","63041.244"
"Argentina","2080","High variant","70483.328"
"Argentina","2080","Low variant","35761.088"
"Argentina","2080","Medium variant","50778.148"
"Argentina","2075","Constant-fertility scenario","61755.495"
"Argentina","2075","High variant","68341.593"
"Argentina","2075","Low variant","37522.044"
"Argentina","2075","Medium variant","51079.003"
"Argentina","2070","Constant-fertility scenario","60474.928"
"Argentina","2070","High variant","66281.263"
"Argentina","2070","Low variant","39164.955"
"Argentina","2070","Medium variant","51291.06"
"Argentina","2065","Constant-fertility scenario","59170.6"
"Argentina","2065","High variant","64274.199"
"Argentina","2065","Low variant","40641.379"
"Argentina","2065","Medium variant","51377.13"
"Argentina","2060","Constant-fertility scenario","57805.379"
"Argentina","2060","High variant","62267.369"
"Argentina","2060","Low variant","41909.401"
"Argentina","2060","Medium variant","51296.365"
"Argentina","2055","Constant-fertility scenario","56356.101"
"Argentina","2055","High variant","60214.854"
"Argentina","2055","Low variant","42950.281"
"Argentina","2055","Medium variant","51027.719"
"Argentina","2050","Constant-fertility scenario","54813.993"
"Argentina","2050","High variant","58092.191"
"Argentina","2050","Low variant","43746.927"
"Argentina","2050","Medium variant","50559.806"
"Argentina","2045","Constant-fertility scenario","53185.509"
"Argentina","2045","High variant","55911.703"
"Argentina","2045","Low variant","44270.02"
"Argentina","2045","Medium variant","49885.627"
"Argentina","2040","Constant-fertility scenario","51493.317"
"Argentina","2040","High variant","53728.417"
"Argentina","2040","Low variant","44500.078"
"Argentina","2040","Medium variant","49018.513"
"Argentina","2035","Constant-fertility scenario","49753.977"
"Argentina","2035","High variant","51575.529"
"Argentina","2035","Low variant","44435.628"
"Argentina","2035","Medium variant","47973.395"
"Argentina","2030","Constant-fertility scenario","47968.931"
"Argentina","2030","High variant","49429.868"
"Argentina","2030","Low variant","44103.162"
"Argentina","2030","Medium variant","46760.789"
"Argentina","2025","Constant-fertility scenario","46133.407"
"Argentina","2025","High variant","47227.714"
"Argentina","2025","Low variant","43554.501"
"Argentina","2025","Medium variant","45391.111"
"Argentina","2020","Constant-fertility scenario","44236.928"
"Argentina","2020","High variant","44889.024"
"Argentina","2020","Low variant","42823.035"
"Argentina","2020","Medium variant","43856.032"
"Argentina","2015","Constant-fertility scenario","42304.793"
"Argentina","2015","High variant","42569.862"
"Argentina","2015","Low variant","41783.824"
"Argentina","2015","Medium variant","42176.844"
"Argentina","2010","Constant-fertility scenario","40412.376"
"Argentina","2010","High variant","40412.376"
"Argentina","2010","Low variant","40412.376"
"Argentina","2010","Medium variant","40412.376"
"Argentina","2005","Medium variant","38681.174"
"Argentina","2000","Medium variant","36930.709"
"Argentina","1995","Medium variant","34855.16"
"Argentina","1990","Medium variant","32642.442"
"Argentina","1985","Medium variant","30354.24"
"Argentina","1980","Medium variant","28131.04"
"Argentina","1975","Medium variant","26078.731"
"Argentina","1970","Medium variant","23983.358"
"Argentina","1965","Medium variant","22296.628"
"Argentina","1960","Medium variant","20625.451"
"Argentina","1955","Medium variant","18930.778"
"Argentina","1950","Medium variant","17150.335"
"Armenia","2100","Constant-fertility scenario","2057.146"
"Armenia","2100","High variant","4031.4"
"Armenia","2100","Low variant","1211.672"
"Armenia","2100","Medium variant","2334.512"
"Armenia","2095","Constant-fertility scenario","2122.625"
"Armenia","2095","High variant","3911.262"
"Armenia","2095","Low variant","1304.818"
"Armenia","2095","Medium variant","2364.822"
"Armenia","2090","Constant-fertility scenario","2192.834"
"Armenia","2090","High variant","3804.884"
"Armenia","2090","Low variant","1410.796"
"Armenia","2090","Medium variant","2403.495"
"Armenia","2085","Constant-fertility scenario","2271.365"
"Armenia","2085","High variant","3715.963"
"Armenia","2085","Low variant","1531.608"
"Armenia","2085","Medium variant","2453.902"
"Armenia","2080","Constant-fertility scenario","2360.451"
"Armenia","2080","High variant","3643.609"
"Armenia","2080","Low variant","1667.069"
"Armenia","2080","Medium variant","2516.425"
"Armenia","2075","Constant-fertility scenario","2457.553"
"Armenia","2075","High variant","3583.218"
"Armenia","2075","Low variant","1812.571"
"Armenia","2075","Medium variant","2586.943"
"Armenia","2070","Constant-fertility scenario","2554.833"
"Armenia","2070","High variant","3530.694"
"Armenia","2070","Low variant","1959.869"
"Armenia","2070","Medium variant","2658.913"
"Armenia","2065","Constant-fertility scenario","2645.062"
"Armenia","2065","High variant","3485.576"
"Armenia","2065","Low variant","2102.764"
"Armenia","2065","Medium variant","2728.328"
"Armenia","2060","Constant-fertility scenario","2728.075"
"Armenia","2060","High variant","3450.3"
"Armenia","2060","Low variant","2241.341"
"Armenia","2060","Medium variant","2796.445"
"Armenia","2055","Constant-fertility scenario","2807.984"
"Armenia","2055","High variant","3423.258"
